id_interaction,id_cp_interaction,multidata_1_id,multidata_2_id,source,annotation_strategy,is_ppi,curator,directionality,classification
748,CPI-SS0BC034428,582,448,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
749,CPI-SS03818E1DD,691,448,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
750,CPI-SS0698C4DC4,303,448,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
751,CPI-SS0C491A3C1,211,449,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
752,CPI-SS08102DC9E,287,449,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
753,CPI-SS0F562FEA5,397,449,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
754,CPI-SS09185EA8F,398,449,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
755,CPI-SS00270ECE6,582,449,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
756,CPI-SS093B46106,691,449,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
757,CPI-SS0315F51DD,303,449,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
758,CPI-SS0388C9C86,684,620,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
759,CPI-SS080683E15,213,622,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
760,CPI-SS09FAC4977,62,622,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
761,CPI-SS09A1EB4B3,726,622,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
762,CPI-SS01A6823FA,212,622,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,
763,CPI-SS0747FCACD,62,1339,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Chemokines
764,CPI-SS0A28DCA72,611,678,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
765,CPI-SS0669CC233,133,678,PMID:32212206,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Chemokines
766,CPI-SS0C2437E0D,94,518,PMID:24218476,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Chemokines
767,CPI-SS0B1535576,960,54,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Chemokines
768,CPI-SS0EA96C304,248,511,uniprot;HMRbase;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Cholecystokinin
769,CPI-SS045E6542C,179,511,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Gastrin
770,CPI-SS00AD71822,248,512,uniprot;HMRbase;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Cholecystokinin
771,CPI-SS0830AF8E6,179,512,uniprot;HMRbase;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Gastrin
772,CPI-CS06A0713BD,1425,15,HMRbase;PMID:12467577;PDB:1N83,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol
773,CPI-CS0406B0B69,1428,15,HMRbase;PMID:12467577;PDB:1N83,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol
774,CPI-CS0D81115C8,1426,15,HMRbase;PMID:12467577;PDB:1N83,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol/Desmosterol
775,CPI-CS06C6527F4,1427,15,HMRbase;PMID:12467577;PDB:1N83,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol/Desmosterol
776,CPI-CS0CDFC0C7D,1425,17,uniprot,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol
777,CPI-CS0F51152EA,1428,17,uniprot,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol
778,CPI-CS03D61E885,1426,17,uniprot,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol/Desmosterol
779,CPI-CS0BEF10547,1427,17,uniprot,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol/Desmosterol
780,CPI-CS086D3E39F,1363,14,HMRbase;uniprot,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol/Desmosterol
781,CPI-CS0DC57DE37,1363,3,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Cholesterol/Desmosterol
782,CPI-CC01E905EE4,1622,1700,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
783,CPI-CC0F96A1528,1623,1700,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
784,CPI-CC01B403DFA,1624,1700,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
785,CPI-CC05AF55A7C,1622,1699,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
786,CPI-CC04345D7C5,1623,1699,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
787,CPI-CC0CF0B806F,1624,1699,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
788,CPI-CC073EF69CF,1622,1374,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
789,CPI-CC0A14A9CBC,1623,1374,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
790,CPI-CC055FABA12,1624,1374,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
791,CPI-CC0E96299D9,1622,1701,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
792,CPI-CC0A55D72E8,1623,1701,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
793,CPI-CC0A4E09DEF,1624,1701,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Choline acetyltransferase 
794,CPI-CS0304F03CA,1713,438,uniprot;reactome;IUPHAR,curated,False,KTroule,Ligand-Receptor,Signaling by Choriogonadotropin
795,CPI-CS0EB8FBBDE,1714,438,uniprot;reactome;IUPHAR,curated,False,KTroule,Ligand-Receptor,Signaling by Choriogonadotropin
796,CPI-CS055F9D8B7,1715,438,uniprot;reactome;IUPHAR,curated,False,KTroule,Ligand-Receptor,Signaling by Choriogonadotropin
797,CPI-CS0FCFDA7E5,1716,438,uniprot;reactome;IUPHAR,curated,False,KTroule,Ligand-Receptor,Signaling by Choriogonadotropin
798,CPI-CS00442A4B6,1463,438,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Choriogonadotropin
799,CPI-SS0DEF5D0CE,167,438,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,
800,CPI-CS0BCB7C0A7,1439,444,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Choriogonadotropin
801,CPI-SS035A3ADDF,166,444,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,
802,CPI-CS057BB9EE5,1608,372,uniprot;HMRbase;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Choriogonadotropin
803,CPI-CS08AEE70BD,1607,372,uniprot;HMRbase;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,
804,CPI-SS0C7833961,165,372,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,
805,CPI-SS0DB4C4CC8,18,624,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,
806,CPI-SS045D94D48,18,1024,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,
807,CPI-SS0F62347D4,1178,1166,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Complement
808,CPI-SS0EB51E2A2,1174,1166,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Complement
809,CPI-SS0348885FD,1175,1166,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Complement
810,CPI-SS035DE17DA,1176,1166,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Complement
811,CPI-SS03E48EFEA,150,792,uniprot;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Complement
812,CPI-SS00F4019EA,150,1013,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Complement
813,CPI-SS01E4E32AC,296,1013,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Complement
814,CPI-SS0A7E3A1AF,151,1013,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Complement
815,CPI-SS00581282E,151,421,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Complement
816,CPI-SS06B1216BE,253,533,uniprot;HMRbase;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Corticotropin-releasing factor
817,CPI-SS0A748917D,659,533,uniprot;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Urocortin/Urotensin
818,CPI-SS058394CAD,917,533,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,True,JCranley,Ligand-Receptor,Signaling by Urocortin/Urotensin
819,CPI-SS0A05319F5,253,743,uniprot;HMRbase;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Corticotropin-releasing factor
820,CPI-SS0E654708F,659,743,uniprot;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Urocortin/Urotensin
821,CPI-SS0EDEEE57E,917,743,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Urocortin/Urotensin
822,CPI-SS017F03E67,900,743,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Urocortin/Urotensin
823,CPI-SS0AB1F04A0,290,256,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Colony-Stimulating factor
824,CPI-SS015162AFC,834,256,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Interleukin
825,CPI-SC0DAAF158F,223,1465,PDB:4nkq,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Colony-Stimulating factor
826,CPI-SS08376F0E6,295,920,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Colony-Stimulating factor
827,CPI-CS099F73A95,1356,31,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
828,CPI-CS0F71EE8D0,1360,31,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
829,CPI-CS0FF565F1C,1361,31,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
830,CPI-CS0259A0EB4,1355,31,HMRbase;PMID:18079279,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
831,CPI-CS0D89E7C19,1356,26,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
832,CPI-CS06B596CD2,1360,26,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
833,CPI-CS04A65DD62,1361,26,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
834,CPI-CS0412B081A,1356,22,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
835,CPI-CS0917E42F5,1360,22,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
836,CPI-CS0006C277B,1361,22,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Dehydroepiandrosterone
837,CPI-SC006556DF8,83,1573,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Desert hedgehog
838,CPI-SC0037338E6,770,1573,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Indian hedgehog
839,CPI-SC006170BDC,781,1573,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Sonic hedgehog
840,CPI-SC0ABE55781,83,1574,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Desert hedgehog
841,CPI-SC036B73615,770,1574,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Indian hedgehog
842,CPI-SC08B0B5F27,781,1574,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Sonic hedgehog
843,CPI-SC03021510C,83,1575,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Desert hedgehog
844,CPI-SC0C3E862AA,770,1575,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Indian hedgehog
845,CPI-SC07F2D6624,781,1575,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Sonic hedgehog
846,CPI-SS07C846DEE,83,915,reactome;PMID:10050855;PMID:19561611,curated,True,LGarciaAlonso,Ligand-Ligand,Signaling by Desert hedgehog
847,CPI-SS055233B99,770,915,reactome;PMID:10050855,curated,True,LGarciaAlonso,Ligand-Ligand,Signaling by Indian hedgehog
848,CPI-SS0F7A89A4F,781,915,reactome;PMID:10050855;PMID:19561611,curated,True,LGarciaAlonso,Ligand-Ligand,Signaling by Sonic hedgehog
849,CPI-CS072C12EF4,1369,23,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Steroids
850,CPI-CS0B678BD26,1564,23,HMRbase,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Progesterone
851,CPI-CS034170CC8,1531,643,reactome;uniprot,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Serotonin/Dopamine
852,CPI-SS0D8632EB4,1202,1106,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Endothelin
853,CPI-SS056AA08CF,1116,1106,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Endothelin
854,CPI-SS03D5CBF55,1203,1106,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Endothelin
855,CPI-SS09B92F236,1202,1204,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Endothelin
856,CPI-SS0CA5B3B8E,1116,1204,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Endothelin
857,CPI-SS0696491A3,1203,1204,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Endothelin
858,CPI-SS0FF49C823,411,419,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
859,CPI-SS0B34CBA4B,93,419,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
860,CPI-SS0222DF7B4,644,419,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
861,CPI-SS05BB5902B,645,419,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
862,CPI-SS04E33D0FB,647,419,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
863,CPI-SS046F6F0C1,411,481,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
864,CPI-SS08A54963F,93,481,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
865,CPI-SS0CBCBBA83,644,481,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
866,CPI-SS0475BE8ED,645,481,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
867,CPI-SS09587DA63,647,481,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
868,CPI-SS0087A3F67,696,481,Shilts screen - VALIDATED,curated,True,JShilts,Ligand-Receptor,Signaling by Ephrin
869,CPI-SS09CA492BA,411,482,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
870,CPI-SS0C875BA24,93,482,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
871,CPI-SS0EF309375,644,482,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
872,CPI-SS0D1D8FF06,645,482,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
873,CPI-SS0C70ADA28,647,482,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
874,CPI-SS0EBFE1854,411,655,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
875,CPI-SS0E63AB61E,93,655,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
876,CPI-SS05B4EB419,644,655,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
877,CPI-SS0659DBE72,645,655,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
878,CPI-SS0FC01B947,647,655,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
879,CPI-SS03446CB39,696,655,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
880,CPI-SS087E0E3FB,646,655,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
881,CPI-SS084B1ED25,785,655,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
882,CPI-SS0762B455F,411,652,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
883,CPI-SS0D81D9F5E,93,652,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
884,CPI-SS079EF5D9C,644,652,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
885,CPI-SS0008137B6,645,652,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
886,CPI-SS09E3F5044,647,652,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
887,CPI-SS03E450F99,411,779,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
888,CPI-SS01DCC7684,93,779,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
889,CPI-SS0D5DBB634,644,779,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
890,CPI-SS0F81DBF22,645,779,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
891,CPI-SS028688B7B,647,779,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
892,CPI-SS037E6BEDF,411,483,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
893,CPI-SS0830C7910,93,483,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
894,CPI-SS0C8ED6F41,644,483,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
895,CPI-SS0AA68C8E5,645,483,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
896,CPI-SS0F6A01237,647,483,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
897,CPI-SS068ACD209,647,484,PMID:15107857;PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
898,CPI-SS06E797E50,696,484,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
899,CPI-SS0ECC9DF3E,646,484,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
900,CPI-SS0ECCB4382,785,484,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
901,CPI-SS03C7D1520,696,654,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
902,CPI-SS0BFD8E056,646,654,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
903,CPI-SS0CE96B837,785,654,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
904,CPI-SS0C2003B74,696,651,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
905,CPI-SS082ABF1EA,646,651,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
906,CPI-SS01BBAD475,785,651,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
907,CPI-SS09D9D6811,696,653,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
908,CPI-SS08D0F9109,646,653,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
909,CPI-SS0F6AA700E,785,653,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
910,CPI-SS040D3C47C,696,1335,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
911,CPI-SS05ABE6795,646,1335,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
912,CPI-SS0A39F4895,785,1335,PMID:15114347,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Ephrin
913,CPI-SS052119104,358,143,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Epidermal growth factor
914,CPI-SS0CC966B71,534,143,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Epidermal growth factor
915,CPI-SS09947DDD9,154,143,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Epidermal growth factor
916,CPI-SS060790CF0,823,143,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Epidermal growth factor
917,CPI-SS004C23DCE,72,143,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Epidermal growth factor
918,CPI-SS09B2ACA25,921,143,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Epidermal growth factor
919,CPI-SS07E5C3060,155,143,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Transforming growth factor
920,CPI-SS05A6C9EC5,534,427,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Betacellulin
921,CPI-SS02B906C26,707,427,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Neuregulin
922,CPI-SS053613259,61,427,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Neuregulin
923,CPI-SS0F0D7F25C,534,778,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Betacellulin
924,CPI-SS0FC42EC80,72,778,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Epidermal growth factor
925,CPI-SS060B846D1,921,778,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Epidermal growth factor
926,CPI-SS0BD5C2A23,707,778,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Neuregulin
927,CPI-SS0E063192D,61,778,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Neuregulin
928,CPI-SS0D5E30C6C,672,778,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Neuregulin
929,CPI-SS0627D0E22,883,778,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Neuregulin
930,CPI-SS03E7FB333,921,227,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Epidermal growth factor
931,CPI-SS000568A0E,251,399,PMID:16785534;PMC2212946,curated,True,RVentoTormo,Receptor-Receptor,Signaling by FC receptor
932,CPI-SS0D26FB68C,251,425,Shilts screen - VALIDATED,curated,True,JShilts,Receptor-Receptor,Signaling by FC receptor
933,CPI-SS04A97448D,241,425,uniprot;reactome;PMID:27458533,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
934,CPI-SS0AECC113F,80,425,reactome;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
935,CPI-SS05A94DE17,284,425,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Fibroblast growth factor
936,CPI-SS09D21167E,979,425,reactome;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
937,CPI-SS06D341996,319,425,reactome;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
938,CPI-SS0E928B8C8,424,425,reactome;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
939,CPI-SS0755A26DD,241,318,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Fibroblast growth factor
940,CPI-SS01F67987A,284,318,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Fibroblast growth factor
941,CPI-SS0FFB9E01B,276,318,uniprot;reactome;PMID:27458533;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
942,CPI-SS01333FFA6,321,318,uniprot;reactome;PMID:27458533;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
943,CPI-SS014E486AB,309,318,uniprot;reactome;PMID:27458533;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
944,CPI-SS05632AB58,337,318,PMID:12791257,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Fibroblast growth factor
945,CPI-SS015819E65,241,437,uniprot;reactome;PMID:27458533,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
946,CPI-SS0BC9F7E9E,95,437,uniprot;reactome;PMID:27458533;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
947,CPI-SS0D636A374,284,437,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Fibroblast growth factor
948,CPI-SS0696C2B28,982,437,uniprot;reactome;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
949,CPI-SS0CFABB69A,658,437,uniprot;reactome;PMID:27458533;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
950,CPI-SS05D62446A,506,437,uniprot;reactome;PMID:27458533;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
951,CPI-SS0D9366D11,241,435,reactome;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
952,CPI-SS008FB916C,284,435,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Fibroblast growth factor
953,CPI-SS001D9549D,1307,435,Shilts screen - VALIDATED,curated,True,JShilts,Ligand-Receptor,
954,CPI-SC068641E32,135,1402,uniprot;reactome;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
955,CPI-SC0601E173E,997,1402,uniprot;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
956,CPI-SC0F6764DA8,954,1528,reactome;PMID:25772309,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
957,CPI-SS0B7D22073,731,389,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Fibroblast growth factor
958,CPI-SS0C21302BC,337,52,reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein
