id_protein,protein_name,tags,tags_reason,tags_description,protein_multidata_id
631,5HT6R_HUMAN,,,,631
632,TNF10_HUMAN,To_add,,ligandIUPHAR,632
633,INSL3_HUMAN,,,,633
634,GPC3_HUMAN,,,,634
635,CCL11_HUMAN,,,,635
636,CCR3_HUMAN,,,,636
637,CCR4_HUMAN,,,,637
638,CCR5_HUMAN,,,,638
639,CCR6_HUMAN,,,,639
640,CCR8_HUMAN,,,,640
641,CCR9_HUMAN,,,,641
642,PLXA3_HUMAN,,,,642
643,GP143_HUMAN,,,,643
644,EFNA3_HUMAN,To_comment,extracellular_add,,644
645,EFNA4_HUMAN,,,,645
646,EFNB2_HUMAN,To_add,,ligandIUPHAR,646
647,EFNA5_HUMAN,To_comment,extracellular_add,,647
648,CO4A4_HUMAN,,,Collagen,648
649,ITA8_HUMAN,,,Integrin,649
650,MOT1_HUMAN,,,,650
651,EPHB3_HUMAN,To_comment,Adhesion_add,Migration,651
652,EPHA5_HUMAN,To_comment,Adhesion_add,,652
653,EPHB4_HUMAN,To_comment,Adhesion_add,,653
654,EPHB1_HUMAN,,,,654
655,EPHA4_HUMAN,,,,655
656,GAS1_HUMAN,,,,656
657,IOD3_HUMAN,,,,657
658,FGF8_HUMAN,,,,658
659,UCN1_HUMAN,,,,659
660,INHBC_HUMAN,,,,660
661,GDF10_HUMAN,,,,661
662,CADH6_HUMAN,,,Cadherin,662
663,CCL23_HUMAN,,,,663
664,CCL18_HUMAN,,,,664
665,FCGRN_HUMAN,,,,665
666,GFRA1_HUMAN,,,,666
667,ITA1_HUMAN,To_add,,Integrin (uniprot),667
668,WNT3_HUMAN,,,,668
669,WNT3A_HUMAN,,,,669
670,WNT4_HUMAN,,,,670
671,WNT7B_HUMAN,,,,671
672,NRG3_HUMAN,,,,672
673,JAM2_HUMAN,To_comment,Adhesion_add,,673
674,INHBE_HUMAN,,,,674
675,PROK1_HUMAN,,,,675
676,LIRA4_HUMAN,To_add,,Iglike,676
677,IL2_HUMAN,,,,677
678,CXCR4_HUMAN,,,,678
679,SMS_HUMAN,,,,679
680,B2MG_HUMAN,To_add,,Iglike,680
681,TGFB2_HUMAN,,,,681
682,PPIA_HUMAN,,,,682
683,SHPS1_HUMAN,To_add | To_comment,Receptor_add | Extracellular_add,Iglike | Receptor_add,683
684,X3CL1_HUMAN,,,,684
685,JAG1_HUMAN,To_add | To_comment,transmembrane_add | extracellular_add,,685
686,RELN_HUMAN,,,,686
687,I13R1_HUMAN,To_add,,cytokine_receptor,687
688,CCL20_HUMAN,,,,688
689,CCL8_HUMAN,,,,689
690,CCL7_HUMAN,,,,690
691,CXCL6_HUMAN,,,,691
692,NGAL_HUMAN,,,,692
693,DLK1_HUMAN,To_add | To_comment,transmembrane_add | extracellular_add,,693
694,PRRP_HUMAN,,,,694
695,VLDLR_HUMAN,To_add,,Binds VLDL (uniprot),695
696,EFNB1_HUMAN,To_add | To_comment,transmembrane_add | extracellular_add,Uniprot: Binds to the receptor tyrosine kinases EPHB1 and EPHA1.,696
697,NDP_HUMAN,,,,697
698,IL9R_HUMAN,,,,698
699,IL5RA_HUMAN,To_add,,cytokine_receptor,699
700,ILRL1_HUMAN,,,,700
701,ACTHR_HUMAN,,,,701
702,MSHR_HUMAN,,,,702
703,CO4A3_HUMAN,,,Collagen,703
704,ROR1_HUMAN,To_add,,Iglike,704
705,ROR2_HUMAN,,,,705
706,TNR17_HUMAN,,,,706
707,NRG1_HUMAN,,,,707
708,CO7A1_HUMAN,,,Collagen,708
709,DSG1_HUMAN,,,desmosome junctions,709
710,DSC2_HUMAN,,,desmosome junctions,710
711,GHRHR_HUMAN,,,,711
712,TIE2_HUMAN,,,,712
713,TGBR3_HUMAN,,,Migration,713
714,UPAR_HUMAN,,,,714
715,PTH1R_HUMAN,,,,715
716,COAA1_HUMAN,,,Collagen,716
717,NOTC2_HUMAN,,,,717
718,ACVR1_HUMAN,To_add,,Receptor for activin. (uniprot),718
719,RON_HUMAN,To_add,,Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding to MST1 ligand. (uniprot),719
720,COEA1_HUMAN,,,Collagen,720
721,ACHB3_HUMAN,,,,721
722,TYRO3_HUMAN,,,,722
723,TNFC_HUMAN,To_add,,ligandIUPHAR,723
724,TNR9_HUMAN,To_add,,TNF_receptor_add (uniprot),724
725,COGA1_HUMAN,,,Collagen,725
726,CXCL9_HUMAN,,,,726
727,NKG2E_HUMAN,To_add,,KLR_add (uniprot),727
728,I10R2_HUMAN,To_add,,cytokine_receptor,728
729,DSC1_HUMAN,,,desmosome junctions,729
730,CD47_HUMAN,To_comment,Receptor_add | Extracellular_add,,730
731,FGL1_HUMAN,,,,731
732,APOBR_HUMAN,,,,732
733,BST2_HUMAN,,,,733
734,CNTN1_HUMAN,,,,734
735,MERTK_HUMAN,To_add,,Iglike,735
736,KLRB1_HUMAN,To_add | To_comment,Extracellular_add,KLR_add (uniprot),736
737,IL24_HUMAN,,,,737
738,KLRD1_HUMAN,To_add,,KLR_add (uniprot),738
739,PD2R_HUMAN,,,,739
740,I15RA_HUMAN,To_add,,Cytokine_receptor (uniprot),740
741,SEM3F_HUMAN,,,,741
742,GPR17_HUMAN,,,,742
743,CRFR2_HUMAN,,,,743
744,PTPRS_HUMAN,To_add,,Iglike,744
745,ITAD_HUMAN,To_add,,Integrin,745
746,FZD5_HUMAN,To_comment,Extracellular_add,,746
747,MADCA_HUMAN,To_add | To_comment,extracellular_add,ligandIUPHAR,747
748,IL18R_HUMAN,To_add,,Iglike,748
749,PNOC_HUMAN,,,,749
750,SEM5A_HUMAN,To_add | To_comment,,Ligand for receptor PLXNB3. (uniprot),750
751,5HT4R_HUMAN,,,,751
752,I10R1_HUMAN,To_add,,cytokine_receptor,752
753,ITA7_HUMAN,To_add | To_comment,Adhesion_add,Migration | Adhesion_add (uniprot),753
754,AVR2B_HUMAN,,,IUPHAR,754
755,CD166_HUMAN,To_comment,Extracellular_add,,755
756,ITA9_HUMAN,To_add,,Integrin,756
757,BMPR2_HUMAN,,,,757
758,CO4A6_HUMAN,,,Collagen,758
759,CO9A3_HUMAN,,,Collagen,759
760,CO9A2_HUMAN,,,Collagen,760
761,LRP8_HUMAN,,,,761
762,IL18_HUMAN,,,,762
763,DSG2_HUMAN,,,desmosome junctions,763
764,IL27B_HUMAN,,,,764
765,SELPL_HUMAN,To_add,,calcium-dependent interactions with E-,765
766,FZD2_HUMAN,To_comment,Extracellular_add,,766
767,GAS6_HUMAN,,,,767
768,SEM3A_HUMAN,,,,768
769,DSC3_HUMAN,,,desmosome junctions,769
770,IHH_HUMAN,,,,770
771,I11RA_HUMAN,To_add,,cytokine_receptor,771
772,I13R2_HUMAN,To_add,,cytokine_receptor,772
773,ICAM4_HUMAN,,,,773
774,KI3S1_HUMAN,,,,774
775,COJA1_HUMAN,,,Collagen,775
776,PDCD1_HUMAN,To_add | To_comment,Iglike | Receptor | Extracellular_add,Uniprot description,776
777,PVRL1_HUMAN,,,,777
778,ERBB4_HUMAN,,,Migration,778
779,EPHA7_HUMAN,To_comment,Adhesion_add,,779
780,ANGP1_HUMAN,,,,780
781,SHH_HUMAN,,,,781
782,LT4R1_HUMAN,,,,782
783,AAAT_HUMAN,,,,783
784,CD226_HUMAN,To_comment,Extracellular_add,,784
785,EFNB3_HUMAN,To_add,,ligandIUPHAR,785
786,ACHA2_HUMAN,,,,786
787,ACHA6_HUMAN,,,,787
788,ADIPO_HUMAN,,,,788
789,NTRK3_HUMAN,To_add,,Iglike,789
790,IL17_HUMAN,,,,790
791,ACKR1_HUMAN,To_add,,Atypical chemokine receptor (uniprot),791
792,C3AR_HUMAN,,,,792
793,CALRL_HUMAN,,,,793
794,NTRK2_HUMAN,,,,794
795,CCL14_HUMAN,,,,795
796,CCL15_HUMAN,,,,796
797,AMHR2_HUMAN,To_add,,receptor complex (uniprot),797
798,LAMA3_HUMAN,,,laminin,798
799,COOA1_HUMAN,,,Collagen,799
800,MICB_HUMAN,To_comment,Extracellular_add,,800
801,MICA_HUMAN,,,,801
802,RSPO4_HUMAN,,,,802
803,RSPO1_HUMAN,,,,803
804,COSA1_HUMAN,,,Collagen,804
805,TIGIT_HUMAN,To_comment,Extracellular_add,,805
806,CDON_HUMAN,,,,806
807,TRML2_HUMAN,,,,807
808,SFRP5_HUMAN,,,,808
809,ARTN_HUMAN,,,,809
810,CODA1_HUMAN,,,Collagen,810
811,IL23R_HUMAN,,,,811
812,RET1L_HUMAN,,,,812
813,CD276_HUMAN,To_add | To_comment,,Iglike | Possible_receptor,813
814,NR3L1_HUMAN,To_comment,Extracellular_add,,814
815,SFRP4_HUMAN,,,,815
816,LAIR1_HUMAN,,,,816
817,RET1G_HUMAN,,,,817
818,SIGIR_HUMAN,To_add,,Iglike,818
819,GDF6_HUMAN,,,,819
820,CSPG4_HUMAN,,,Migration,820
821,CLC2A_HUMAN,To_comment,Extracellular_add,,821
822,IGFL1_HUMAN,,,,822
823,EPGN_HUMAN,,,,823
824,I27RA_HUMAN,To_add,,cytokine_receptor,824
825,IGFL2_HUMAN,,,,825
826,IGFL3_HUMAN,,,,826
827,I20RB_HUMAN,To_add,,cytokine_receptor,827
828,RSPO2_HUMAN,,,,828
829,UNC5D_HUMAN,,,,829
830,NPSR1_HUMAN,,,,830
831,SOSD1_HUMAN,,,,831
832,NSMF_HUMAN,,,,832
833,SCAR5_HUMAN,,,,833
834,IL34_HUMAN,,,,834
835,UNC5A_HUMAN,,,,835
836,5HT3D_HUMAN,,,,836
837,UTS2B_HUMAN,,,,837
838,CTSR4_HUMAN,,,,838
839,ADM2_HUMAN,,,,839
840,GDF7_HUMAN,,,,840
841,BMP8A_HUMAN,,,,841
842,BTLA_HUMAN,To_add,extracellular_add,ligandIUPHAR,842
843,ADR2_HUMAN,,,,843
844,IFNE_HUMAN,,,,844
845,CTSRD_HUMAN,,,,845
846,CTSR3_HUMAN,,,,846
847,TM219_HUMAN,,,,847
848,GPHB5_HUMAN,,,,848
849,KLOTB_HUMAN,,,,849
850,IFNL1_HUMAN,,,,850
851,INLR1_HUMAN,To_add,,cytokine_receptor,851
852,CORA1_HUMAN,,,Collagen,852
853,IFNL3_HUMAN,,,,853
854,IFNL2_HUMAN,,,,854
855,UNC5B_HUMAN,,,,855
856,CADM3_HUMAN,,,,856
857,LIRB2_HUMAN,To_add,,Iglike,857
858,SFRP1_HUMAN,,,,858
859,I22R1_HUMAN,To_add,,cytokine_receptor,859
860,CD177_HUMAN,To_comment,Adhesion_add,,860
861,NPW_HUMAN,,,,861
862,I17RC_HUMAN,,,,862
863,DGLB_HUMAN,,,,863
864,CTSR1_HUMAN,,,,864
865,ACV1C_HUMAN,To_add,,Receptor for activin AB,865
866,IL27A_HUMAN,,,,866
867,PKR2_HUMAN,,,,867
868,I17RE_HUMAN,,,,868
869,COMA1_HUMAN,,,Collagen,869
870,SEM6D_HUMAN,,,Possible_receptor,870
871,CADM4_HUMAN,To_add,,Iglike,871
872,NPB_HUMAN,,,,872
873,LIRB4_HUMAN,,,,873
874,LIRB1_HUMAN,,,,874
875,PKR1_HUMAN,,,,875
876,N2DL4_HUMAN,To_add,,Binds and activates the KLRK1/NKG2D receptor (uniprot),876
877,MO2R1_HUMAN,,,,877
878,HAVR2_HUMAN,To_add | To_comment,Receptor_add | Extracellular_add,Iglike. Cell surface receptor implicated in modulating innate and adaptive immune responses (uniprot),878
879,OXER1_HUMAN,,,,879
880,RL3R2_HUMAN,,,,880
881,GP151_HUMAN,,,,881
882,S22AH_HUMAN,,,,882
883,NRG4_HUMAN,,,,883
884,IL1FA_HUMAN,,,,884
885,5HT3C_HUMAN,,,,885
886,RXFP2_HUMAN,,,,886
887,REL3_HUMAN,,,,887
888,CLC2B_HUMAN,To_add | To_comment,Extracellular_add,member of the C-type lectin/C-type lectin-like domain (CTL/CTLD) superfamily. NK cell signalling. Reviewed in PMID:24987108,888
889,CCL17_HUMAN,,,,889
890,SORL_HUMAN,To_add,,Likely to be a multifunctional endocytic receptor (uniprot),890
891,PVRL2_HUMAN,To_comment,Extracellular_add,,891
892,SFRP3_HUMAN,,,,892
893,SEM4D_HUMAN,,,,893
894,GSLG1_HUMAN,To_add | To_comment,transmembrane_add | extracellular_add,Uniprot: Binds E-selectin,894
895,TNR14_HUMAN,To_add,,TNF_receptor_add (uniprot),895
896,TNR25_HUMAN,,,,896
897,WNT2B_HUMAN,,,,897
898,WNT8B_HUMAN,,,,898
899,TSLP_HUMAN,,,,899
900,UCN3_HUMAN,,,,900
901,MCHR2_HUMAN,,,,901
902,ADR1_HUMAN,,,,902
903,COQA1_HUMAN,,,Collagen,903
904,TIP39_HUMAN,,,,904
905,ESAM_HUMAN,,,,905
906,KLRG1_HUMAN,,,,906
907,I17RA_HUMAN,,,,907
908,SFRP2_HUMAN,,,,908
909,ROBO3_HUMAN,To_add,,Iglike,909
910,PVRL4_HUMAN,,,,910
911,COLA1_HUMAN,,,Collagen,911
912,CTSR2_HUMAN,,,,912
913,GNRR2_HUMAN,To_remove,,no ensembl,913
914,IL17F_HUMAN,,,,914
915,HHIP_HUMAN,,,,915
916,TR13C_HUMAN,To_add,,TNF_receptor_add (uniprot),916
917,UCN2_HUMAN,,,,917
918,NODAL_HUMAN,,,,918
919,GPHA2_HUMAN,,,,919
920,CSF3R_HUMAN,,,,920
921,HBEGF_HUMAN,,,,921
922,NELL2_HUMAN,,,,922
923,NOTC4_HUMAN,,,,923
924,SORT_HUMAN,,,,924
925,GPER1_HUMAN,,,,925
926,CCL13_HUMAN,,,,926
927,OSMR_HUMAN,To_add,,cytokine_receptor,927
928,I12R2_HUMAN,To_add,,cytokine_receptor,928
929,MCHR1_HUMAN,,,,929
930,COCA1_HUMAN,,,Collagen,930
931,CCL19_HUMAN,,,,931
932,NRTN_HUMAN,,,,932
933,CML1_HUMAN,,,,933
934,RARR2_HUMAN,,,,934
935,OMD_HUMAN,,,,935
936,SEM3C_HUMAN,,,,936
937,PD1L2_HUMAN,To_comment,Extracellular_add,,937
938,SPXN_HUMAN,,,,938
939,BOC_HUMAN,,,,939
940,JAM3_HUMAN,,,,940
941,STRA6_HUMAN,,,,941
942,LGR4_HUMAN,,,,942
943,AMNLS_HUMAN,,,,943
944,RSPO3_HUMAN,,,,944
945,CADM1_HUMAN,To_comment,Extracellular_add,,945
946,N2DL3_HUMAN,To_comment,Extracellular_add,,946
947,N2DL2_HUMAN,,,,947
948,N2DL1_HUMAN,To_comment,Receptor_add | Extracellular_add,,948
949,CD244_HUMAN,To_comment,Extracellular_add,,949
950,SEM4C_HUMAN,To_comment,Receptor_add,,950
951,PDGFD_HUMAN,,,,951
952,NMUR2_HUMAN,,,,952
953,WN10A_HUMAN,,,,953
954,FGF23_HUMAN,,,,954
955,IL22_HUMAN,,,,955
956,GFRA4_HUMAN,,,,956
957,WNT8A_HUMAN,,,,957
958,WNT5B_HUMAN,,,,958
959,IL25_HUMAN,,,,959
960,CXL16_HUMAN,,,,960
961,SEM6A_HUMAN,,,Possible_receptor,961
962,CLC4M_HUMAN,,,,962
963,HRH4_HUMAN,,,,963
964,SEM4A_HUMAN,,,,964
965,FZD8_HUMAN,To_comment,Extracellular_add,,965
966,E41L1_HUMAN,To_add,,,966
967,IGFR1_HUMAN,,,,967
968,ILRL2_HUMAN,To_add,,Iglike,968
969,NET4_HUMAN,,,,969
970,NMUR1_HUMAN,,,,970
971,IL21_HUMAN,,,,971
972,IL21R_HUMAN,To_add,,cytokine_receptor,972
973,LGR6_HUMAN,,,,973
974,RXFP1_HUMAN,,,,974
975,PROK2_HUMAN,,,,975
976,CRLF2_HUMAN,,,,976
977,ROBO2_HUMAN,To_add | To_comment,Receptor_add,Iglike | Receptor_add,977
978,PLXA4_HUMAN,,,,978
979,FGF22_HUMAN,,,,979
980,CD209_HUMAN,,,,980
981,TNR12_HUMAN,To_add,,TNF_receptor_add (uniprot),981
982,FGF20_HUMAN,,,,982
983,ACKR4_HUMAN,,,,983
984,LT4R2_HUMAN,,,,984
985,IL23A_HUMAN,,,,985
986,FZD3_HUMAN,To_comment,Extracellular_add,,986
987,IL1AP_HUMAN,,,,987
988,IL26_HUMAN,,,,988
989,PVRL3_HUMAN,To_comment,Extracellular_add,,989
990,GDF3_HUMAN,,,,990
991,DLL4_HUMAN,To_comment,extracellular_add,ligandIUPHAR,991
992,PDGFC_HUMAN,,,,992
993,CCL28_HUMAN,,,,993
994,I17RB_HUMAN,,,,994
995,HEBP1_HUMAN,To_add | To_comment,transmembrane_add | extracellular_add,"Genecards: This protein includes a natural chemoattractant peptide of 21 amino acids at the N-terminus, which is a natural ligand for formyl peptide receptor-like receptor 2 (FPRL2) ",995
996,CLTR2_HUMAN,,,,996
997,FGF21_HUMAN,,,,997
998,RL3R1_HUMAN,,,,998
999,SEM4G_HUMAN,,,Possible_receptor,999
1000,DLL3_HUMAN,To_add | To_comment,transmembrane_add | extracellular_add,,1000
1001,IL20_HUMAN,,,,1001
1002,PDXL2_HUMAN,To_add,,Acts as a ligand for vascular selectins. (uniprot),1002
1003,TREM2_HUMAN,,,,1003
1004,IL37_HUMAN,,,,1004
1005,IL36B_HUMAN,,,,1005
1006,IL36G_HUMAN,,,,1006
1007,PD1L1_HUMAN,To_comment,extracellular_add,ligandIUPHAR,1007
1008,KLRF1_HUMAN,To_add | To_comment,Extracellular_add,KLR_add (uniprot),1008
1009,IL17C_HUMAN,,,,1009
1010,IFNK_HUMAN,,,,1010
1011,SIRPG_HUMAN,To_add,,Iglike,1011
1012,COKA1_HUMAN,,,Collagen,1012
1013,C5AR2_HUMAN,,,,1013
1014,GALP_HUMAN,,,,1014
1015,XCL2_HUMAN,,,,1015
1016,CLCF1_HUMAN,,,,1016
1017,I36RA_HUMAN,,,,1017
1018,HCST_HUMAN,To_add,,Transmembrane adapter protein (uniprot),1018
1019,TR10D_HUMAN,To_add,,TNF_receptor_add (uniprot),1019
1020,DKK2_HUMAN,,,,1020
1021,GHRL_HUMAN,,,,1021
1022,WNT16_HUMAN,,,,1022
1023,KLOT_HUMAN,,,,1023
1024,SUSD2_HUMAN,,,,1024
1025,IL36A_HUMAN,,,,1025
1026,IL19_HUMAN,,,,1026
1027,TKNK_HUMAN,,,,1027
1028,I20RA_HUMAN,To_add,,cytokine_receptor,1028
1029,CLC2D_HUMAN,To_comment,Extracellular_add,,1029
1030,PLXA1_HUMAN,,,,1030
1031,GDF2_HUMAN,,,,1031
1032,PILRA_HUMAN,,,,1032
1033,UR2R_HUMAN,,,,1033
1034,ITA11_HUMAN,To_add,,Integrin (uniprot),1034
1035,CADH7_HUMAN,,,Cadherin,1035
1036,PLXB3_HUMAN,,,,1036
1037,FZD4_HUMAN,To_comment,Extracellular_add,,1037
1038,FZD10_HUMAN,To_comment,Extracellular_add,,1038
1039,APEL_HUMAN,,,,1039
1040,NOTC3_HUMAN,,,,1040
1041,ALK_HUMAN,,,,1041
1042,COHA1_HUMAN,,,Collagen,1042
1043,TNF18_HUMAN,To_add,,cytokine,1043
1044,FZD1_HUMAN,To_comment,Extracellular_add,,1044
1045,TFR2_HUMAN,,,,1045
1046,JAG2_HUMAN,To_add | To_comment,transmembrane_add | extracellular_add,Uniprot:Putative Notch ligand involved in the mediation of Notch signaling.,1046
1047,CCL26_HUMAN,,,,1047
1048,ANGP4_HUMAN,,,,1048
1049,CLTR1_HUMAN,,,,1049
1050,TN13B_HUMAN,,,,1050
1051,GPR55_HUMAN,,,,1051
1052,DGLA_HUMAN,,,,1052
1053,PLXD1_HUMAN,,,,1053
1054,CCL27_HUMAN,,,,1054
1055,HRH3_HUMAN,,,,1055
1056,INSL5_HUMAN,,,,1056
1057,TNR18_HUMAN,,,,1057
1058,WIF1_HUMAN,,,,1058
1059,PD2R2_HUMAN,,,,1059
1060,JAM1_HUMAN,To_comment,Extracellular_add,,1060
1061,WNT6_HUMAN,,,,1061
1062,ROBO1_HUMAN,,,,1062
1063,TNR11_HUMAN,,,,1063
1064,ICOS_HUMAN,To_comment,Receptor_add,,1064
1065,CP27B_HUMAN,To_add,,,1065
1066,PGES2_HUMAN,To_add,,,1066
1067,DHC24_HUMAN,To_add,,,1067
1068,CBR1_HUMAN,To_add,,,1068
1069,RARB_HUMAN,To_add,,,1069
1070,RARA_HUMAN,To_add,,,1070
1071,NMDE4_HUMAN,To_add,,,1071
1072,DPEP3_HUMAN,To_add,,,1072
1073,PTC2_HUMAN,To_add,,,1073
1074,KISS1_HUMAN,To_add,,,1074
1075,PXL2B_HUMAN,To_add,,,1075
1076,RABP2_HUMAN,To_add,,,1076
1077,3BHS1_HUMAN,To_add,,,1077
1078,GGT5_HUMAN,To_add,,,1078
1079,H17B6_HUMAN,To_add,,,1079
1080,ADX_HUMAN,To_add,,,1080
1081,NTR1_HUMAN,To_add,,,1081
1082,NPFF1_HUMAN,To_add,,,1082
1083,LTC4S_HUMAN,To_add,,,1083
1084,S5A1_HUMAN,To_add,,,1084
1085,NPY5R_HUMAN,To_add,,,1085
1086,NPY1R_HUMAN,To_add,,,1086
1087,DAG1_HUMAN,To_add,,,1087
1088,CELR3_HUMAN,To_add,,,1088
1089,CLAT_HUMAN,To_add,,,1089
1090,AK1C3_HUMAN,To_add,,,1090
1091,CTSRB_HUMAN,To_add,,,1091
1092,PTGR1_HUMAN,To_add,,,1092
1093,GLRA2_HUMAN,To_add,,,1093
1094,LOX12_HUMAN,To_add,,,1094
1095,C11B2_HUMAN,To_add,,,1095
1096,IRPL1_HUMAN,To_add,,,1096
1097,PTGES_HUMAN,To_add,,,1097
1098,CP17A_HUMAN,To_add,,,1098
1099,KISSR_HUMAN,To_add,,,1099
1100,KREM2_HUMAN,To_add,,,1100
1101,AL1A3_HUMAN,To_add,,,1101
1102,AK1D1_HUMAN,To_add,,,1102
1103,NPY4R_HUMAN,To_add,,,1103
1104,NPY2R_HUMAN,To_add,,,1104
1105,TEBP_HUMAN,To_add,,,1105
1106,EDNRA_HUMAN,To_add,,,1106
1107,ADRO_HUMAN,To_add,,,1107
1108,PYY_HUMAN,To_add,,,1108
1109,KREM1_HUMAN,To_add,,,1109
1110,NMDE1_HUMAN,To_add,,,1110
1111,THAS_HUMAN,To_add,,,1111
1112,FDX2_HUMAN,To_add,,,1112
1113,UBS3B_HUMAN,To_add,,,1113
1114,TYRO_HUMAN,To_add,,,1114
1115,ASMT_HUMAN,To_add,,,1115
1116,EDN2_HUMAN,To_add,,,1116
1117,DHB12_HUMAN,To_add,,,1117
1118,RXRA_HUMAN,To_add,,,1118
1119,RARG_HUMAN,To_add,,,1119
1120,QRFPR_HUMAN,To_add,,,1120
1121,AL1A1_HUMAN,To_add,,,1121
1122,LICH_HUMAN,To_add,,,1122
1123,CP11A_HUMAN,To_add,,,1123
1124,NMS_HUMAN,To_add,,,1124
1125,DCHS_HUMAN,To_add,,,1125
1126,OX26_HUMAN,To_add,,,1126
1127,PTC1_HUMAN,To_add,,,1127
1128,RXRB_HUMAN,To_add,,,1128
1129,GHSR_HUMAN,To_add,,,1129
1130,S5A2_HUMAN,To_add,,,1130
1131,CP3A4_HUMAN,To_add,,,1131
1132,NMDE3_HUMAN,To_add,,,1132
1133,AL1A2_HUMAN,To_add,,,1133
1134,C11B1_HUMAN,To_add,,,1134
1135,REL1_HUMAN,To_add,,,1135
1136,CP19A_HUMAN,To_add,,,1136
1137,DHB1_HUMAN,To_add,,,1137
1138,PAHO_HUMAN,To_add,,,1138
1139,DDC_HUMAN,To_add,,,1139
1140,RXRG_HUMAN,To_add,,,1140
1141,CP21A_HUMAN,To_add,,,1141
1142,ALDR_HUMAN,To_add,,,1142
1143,NMDE2_HUMAN,To_add,,,1143
1144,DHCR7_HUMAN,To_add,,,1144
1145,PERT_HUMAN,To_add,,,1145
1146,PORED_HUMAN,To_add,,,1146
1147,PACR_HUMAN,To_add,,,1147
1148,AGRL1_HUMAN,To_add,,,1148
1149,DHB3_HUMAN,To_add,,,1149
1150,PTGIS_HUMAN,To_add,,,1150
1151,ST2A1_HUMAN,To_add,,,1151
1152,DPEP2_HUMAN,To_add,,,1152
1153,ST1E1_HUMAN,To_add,,,1153
1154,ST1A1_HUMAN,To_add,,,1154
1155,DHRS9_HUMAN,To_add,,,1155
1156,PNMT_HUMAN,To_add,,,1156
1157,LKHA4_HUMAN,To_add,,,1157
1158,5NTD_HUMAN,,,,1158
1159,ACHB_HUMAN,,,,1159
1160,ACHD_HUMAN,,,,1160
1161,ACHE_HUMAN,,,,1161
1162,ACHG_HUMAN,,,,1162
1163,AGRA2_HUMAN,,,,1163
1164,AGRB1_HUMAN,,,,1164
1165,AGRB2_HUMAN,,,,1165
1166,AGRB3_HUMAN,,,,1166
1167,AGRE2_HUMAN,,,,1167
1168,AGRG1_HUMAN,,,,1168
1169,AGRG6_HUMAN,,,,1169
1170,AGRL2_HUMAN,,,,1170
1171,AGRL3_HUMAN,,,,1171
1172,APLP2_HUMAN,,,,1172
1173,APRIO_HUMAN,,,,1173
1174,C1QL2_HUMAN,,,,1174
1175,C1QL3_HUMAN,,,,1175
1176,C1QL4_HUMAN,,,,1176
1177,C1QR1_HUMAN,,,,1177
1178,C1QRF_HUMAN,,,,1178
1179,CATG_HUMAN,Protease,,,1179
1180,CBLN1_HUMAN,,,,1180
1181,CD1B_HUMAN,,,,1181
1182,CD248_HUMAN,Glycoprotein,,,1182
1183,CD320_HUMAN,,,,1183
1184,CGB1_HUMAN,,,,1184
1185,CGB2_HUMAN,,,,1185
1186,CGB3_HUMAN,,,,1186
1187,CGB7_HUMAN,,,,1187
1188,CSTN1_HUMAN,,,,1188
1189,CSTN2_HUMAN,Cadeherin family,,,1189
1190,CSTN3_HUMAN,Cadherin family,,,1190
1191,CXA1_HUMAN,,,,1191
1192,CXA3_HUMAN,,,,1192
1193,CXA5_HUMAN,,,,1193
1194,CXG1_HUMAN,,,,1194
1195,DCE1_HUMAN,,,,1195
1196,DCE2_HUMAN,,,,1196
1197,EAA1_HUMAN,Transporter,,,1197
1198,EAA2_HUMAN,Transporter,,,1198
1199,EAA3_HUMAN,Transporter,,,1199
1200,EAA4_HUMAN,Transporter,,,1200
1201,EAA5_HUMAN,Transporter,,,1201
1202,EDN1_HUMAN,,,,1202
1203,EDN3_HUMAN,,,,1203
1204,EDNRB_HUMAN,,,,1204
1205,FLRT1_HUMAN,,,,1205
1206,FLRT2_HUMAN,,,,1206
1207,FLRT3_HUMAN,,,,1207
1208,GABR1_HUMAN,,,,1208
1209,GABR2_HUMAN,,,,1209
1210,GBRA1_HUMAN,,,,1210
1211,GBRA2_HUMAN,,,,1211
1212,GBRA3_HUMAN,,,,1212
1213,GBRA4_HUMAN,,,,1213
1214,GBRA5_HUMAN,,,,1214
1215,GBRA6_HUMAN,,,,1215
1216,GBRB2_HUMAN,,,,1216
1217,GBRB3_HUMAN,,,,1217
1218,GBRD_HUMAN,,,,1218
1219,GBRE_HUMAN,,,,1219
1220,GBRG2_HUMAN,,,,1220
1221,GBRT_HUMAN,,,,1221
1222,GLRA1_HUMAN,,,,1222
1223,GLRB_HUMAN,,,,1223
1224,GLSK_HUMAN,,,,1224
1225,GLSL_HUMAN,,,,1225
1226,GLYC_HUMAN,,,,1226
1227,GLYM_HUMAN,,,,1227
1228,GPR39_HUMAN,,,,1228
1229,GRIA1_HUMAN,,,,1229
1230,GRIA2_HUMAN,,,,1230
1231,GRIA3_HUMAN,,,,1231
1232,GRIA4_HUMAN,,,,1232
1233,GRID2_HUMAN,,,,1233
1234,GRIK1_HUMAN,,,,1234
1235,GRIK2_HUMAN,,,,1235
1236,GRIK3_HUMAN,,,,1236
1237,GRIK4_HUMAN,,,,1237
1238,GRIK5_HUMAN,,,,1238
1239,GRM1_HUMAN,,,,1239
